CPF,AveragePerformance,Área,Potencial Bruto,Raciocínio,Social,Motivacional,Cultura pontuação,atributo-Capacidade analítica,atributo-Pensamento conceitual,atributo-Reflexão,atributo-Pensamento criativo,atributo-Planejamento e organização,atributo-Comunicação,atributo-Consideração pelos outros,atributo-Influência,atributo-Sociabilidade,atributo-Facilitação,atributo-Flexibilidade,atributo-Estabilidade emocional,atributo-Ambição,atributo-Iniciativa,atributo-Assertividade,atributo-Tomada de riscos,perfil-Capacidade analítica,perfil-Pensamento conceitual,perfil-Reflexão,perfil-Pensamento criativo,perfil-Planejamento e organização,perfil-Comunicação,perfil-Consideração pelos outros,perfil-Influência,perfil-Sociabilidade,perfil-Facilitação,perfil-Flexibilidade,perfil-Estabilidade emocional,perfil-Ambição,perfil-Iniciativa,perfil-Assertividade,perfil-Tomada de riscos
826.917.405-11,3.0,Financeiro,45.61,19.31,63.99,61.95,44.03,20.1,14.94,6.41,43.96,50.78,82.62,61.37,82.62,51.14,51.14,71.59,45.69,62.73,52.5,55.91,69.55,51.05,37.41,14.68,82.86,90.56,78.32,46.5,78.32,32.86,32.86,60.14,28.32,51.05,37.41,41.95,60.14
948.570.612-11,1.25,Financeiro,,81.43,,,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874.095.162-67,2.0,Pessoas,,72.62,,,66.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935.402.871-32,2.0,Pessoas,63.91,74.43,60.7,51.56,60.27,71.8,71.8,64.98,75.21,64.98,51.26,54.67,61.48,84.38,64.89,71.71,52.34,55.75,55.75,59.16,42.12,46.5,46.5,37.41,51.05,37.41,37.41,41.95,51.05,87.41,55.59,64.68,51.05,55.59,55.59,60.14,37.41
175.608.432-71,1.75,Financeiro,,61.53,,,53.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520.917.643-61,1.75,Operações,,36.71,,,28.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.807.623-62,1.0,Comercial,,47.03,,,47.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726.540.193-14,1.25,Logística,,77.81,,,73.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891.562.473-46,2.0,Comercial,,51.39,,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430.218.657-71,2.25,Operações,59.14,57.11,70.58,46.36,57.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254.139.867-18,2.0,Financeiro,,50.07,,,73.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082.754.963-65,2.5,Financeiro,47.15,34.32,47.53,67.14,79.27,28.29,45.34,24.88,55.56,24.88,65.36,58.54,68.77,34.68,24.45,61.95,57.7,91.01,61.11,67.93,50.88,41.95,64.68,37.41,78.32,37.41,73.77,64.68,78.32,32.86,19.23,69.23,37.41,91.86,41.95,51.05,28.32
859.264.137-37,2.25,Comercial,,44.4,,,35.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871.063.425-81,1.5,Operações,,72.78,,,56.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.735.809-51,2.0,Comercial,,87.26,,,69.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.608.724-21,1.75,Financeiro,,58.33,,,50.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936.710.524-14,2.0,Comercial,49.1,23.68,54.12,82.73,82.6,17.12,21.06,18.82,34.69,15.41,58.31,44.67,61.72,71.94,44.67,51.49,80.05,83.46,90.28,80.05,81.76,37.41,46.5,41.95,64.68,32.86,55.59,37.41,60.14,73.77,37.41,46.5,46.5,55.59,73.77,46.5,51.05
206.387.915-11,2.25,Operações,,,,,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705.123.694-61,2.0,Comercial,,76.49,,,78.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923.784.516-28,1.75,Financeiro,,17.62,,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.395.087-79,1.5,Operações,,62.22,,,63.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597.638.420-18,2.0,Operações,,45.84,,,45.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641.590.237-71,2.0,Comercial,60.77,51.82,73.87,56.75,16.16,69.65,38.97,28.74,56.01,52.6,80.74,47.38,82.44,92.67,61.02,82.44,47.31,37.08,64.36,47.31,57.54,73.77,32.86,19.23,55.59,51.05,60.14,14.68,64.68,90.56,32.86,64.68,37.41,23.77,60.14,37.41,51.05
138.072.654-91,2.25,Comercial,59.64,78.18,44.24,51.56,66.98,75.55,89.71,89.71,65.32,65.32,55.25,65.48,51.84,24.57,27.98,51.84,31.89,76.21,65.98,42.12,42.12,46.5,78.32,78.32,32.86,32.86,64.68,78.32,60.14,23.77,28.32,60.14,23.77,82.86,69.23,37.41,37.41
735.680.219-86,1.25,Pessoas,59.67,54.83,67.28,56.75,70.47,55.62,55.62,24.94,62.44,48.8,84.26,78.3,78.3,80.85,51.02,85.97,43.9,60.95,80.7,54.13,71.17,51.05,51.05,10.14,60.14,41.95,78.32,64.68,64.68,69.23,28.32,82.86,32.86,55.59,82.86,46.5,69.23
912.307.485-12,1.75,Financeiro,75.8,78.92,67.28,82.73,59.02,84.97,76.29,62.66,72.89,90.08,71.48,71.48,64.66,82.56,82.56,57.84,95.39,85.16,76.69,59.65,49.42,64.68,46.5,28.32,41.95,78.32,55.59,55.59,46.5,73.77,73.77,37.41,87.41,60.14,41.95,19.23,8.74
546.271.380-16,1.75,Pessoas,,31.11,,,31.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.031.948-14,1.25,Operações,,62.65,,,81.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380.517.624-44,2.0,Operações,,60.82,,,48.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.619.582-41,2.0,Comercial,55.9,60.53,57.41,46.36,61.33,71.54,37.45,44.27,47.68,57.91,58.19,41.15,82.73,61.6,68.42,44.56,67.6,43.74,33.51,40.33,33.51,64.68,19.23,28.32,32.86,46.5,51.05,28.32,87.41,55.59,64.68,32.86,78.32,46.5,32.86,41.95,32.86
574.936.280-92,2.0,Pessoas,,62.72,,,47.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516.894.720-49,2.0,Pessoas,,15.39,,,64.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482.095.361-33,2.0,Financeiro,,56.8,,,47.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841.659.273-17,3.0,Pessoas,,90.7,,,34.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592.107.368-77,2.0,Pessoas,,36.08,,,26.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805.273.164-15,2.25,Logística,,68.06,,,67.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081.697.345-84,2.25,Comercial,28.31,41.63,11.32,30.78,37.15,56.06,39.01,39.01,32.19,42.42,22.33,25.74,2.41,0.71,10.94,10.94,41.79,45.2,45.2,7.03,7.03,69.23,46.5,46.5,37.41,51.05,64.68,69.23,14.68,10.14,37.41,37.41,64.68,69.23,69.23,7.44,7.44
126.094.738-69,2.0,Pessoas,,66.16,,,35.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614.308.725-35,1.6666666666666667,Comercial,,71.9,,,43.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834.097.126-31,2.0,Pessoas,,90.08,,,53.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.963.274-81,2.5,Comercial,,58.34,,,34.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517.940.632-34,2.25,Logística,,74.22,,,81.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374.906.285-47,3.0,Operações,,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503.267.481-81,1.75,Pessoas,62.07,56.47,57.41,77.53,56.74,53.85,43.62,40.21,40.21,53.85,61.6,41.15,54.78,51.37,54.78,71.83,61.27,78.32,74.91,80.86,68.09,46.5,32.86,28.32,28.32,46.5,55.59,28.32,46.5,41.95,46.5,69.23,28.32,51.05,46.5,55.59,37.41
684.720.915-11,2.0,Comercial,,54.03,,,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516.784.023-62,2.25,Logística,,19.68,,,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.043.659-98,3.0,Financeiro,34.64,26.14,50.82,25.58,29.76,40.56,16.64,33.74,23.51,18.35,61.83,44.79,55.02,41.38,41.38,51.61,40.0,22.96,18.07,19.78,12.96,69.23,32.86,60.14,46.5,37.41,64.68,41.95,55.59,37.41,37.41,51.05,69.23,46.5,37.41,41.95,23.77
451.793.260-52,1.75,Pessoas,,72.12,,,29.79,,,,,,,,,,,,,,,,,87.41,60.14,14.68,51.05,69.23,14.68,37.41,87.41,82.86,32.86,32.86,87.41,55.59,60.14,28.32,23.77
295.643.178-19,2.25,Comercial,,62.23,,,50.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.495.803-61,2.0,Comercial,,10.89,,,39.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468.231.975-28,2.0,Logística,30.07,9.28,31.07,61.95,31.01,8.21,9.92,11.62,11.62,33.93,19.11,38.67,25.04,38.67,28.44,42.08,86.71,55.91,55.91,62.73,59.32,32.86,37.41,41.95,41.95,82.86,32.86,60.14,41.95,60.14,46.5,64.68,90.56,41.95,41.95,51.05,46.5
697.231.408-96,1.0,Financeiro,,51.58,,,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.514.798-94,1.75,Pessoas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952.430.718-97,2.25,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583.491.260-51,1.5,Operações,,47.85,,,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014.679.352-81,2.0,Operações,66.83,70.54,47.53,87.92,60.09,61.1,57.69,47.46,82.48,54.28,55.13,31.27,65.36,55.13,27.86,61.95,58.02,91.17,92.88,82.65,87.76,37.41,32.86,19.23,69.23,28.32,60.14,28.32,73.77,60.14,23.77,69.23,10.14,69.23,73.77,46.5,60.14
263.801.574-17,2.0,Operações,,40.61,,,60.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.862.015-41,2.5,Financeiro,28.6,15.33,31.07,46.36,31.02,14.65,22.94,19.76,16.35,9.54,31.85,15.7,28.44,52.31,69.35,48.9,43.74,19.94,26.69,33.51,57.38,41.95,60.14,55.59,46.5,28.32,51.05,23.77,46.5,78.32,93.16,73.77,46.5,14.68,23.77,32.86,64.68
046.539.271-71,2.5,Financeiro,,43.55,,,33.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.438.619-17,2.0,Financeiro,,35.38,,,48.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
068.219.547-21,2.5,Logística,,62.1,,,41.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984.351.270-79,2.5,Pessoas,,72.76,,,32.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681.370.459-11,1.5,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.145.760-25,2.25,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297.136.458-55,2.0,Logística,22.75,28.6,6.61,35.97,34.15,25.97,25.97,19.58,22.57,46.43,6.88,11.99,18.81,10.29,24.44,18.81,23.12,23.12,40.17,23.12,13.04,46.5,46.5,37.41,41.95,73.77,32.86,46.5,64.68,41.95,73.77,64.68,32.86,32.86,55.59,32.86,10.14
680.157.943-66,2.3333333333333335,Financeiro,,52.96,,,34.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
056.389.712-11,2.0,Financeiro,39.62,42.89,31.07,46.36,41.11,36.85,50.49,36.85,53.9,43.67,35.26,14.0,59.13,31.85,28.44,38.67,30.1,40.33,23.28,67.6,40.33,41.95,60.14,41.95,64.68,51.05,55.59,19.23,87.41,51.05,46.5,60.14,28.32,41.95,19.23,78.32,41.95
176.439.028-87,2.0,Financeiro,,44.7,,,57.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.392.064-41,2.0,Pessoas,,,,,27.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.281.097-51,2.0,Logística,,39.63,,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.286.309-41,1.25,Comercial,,61.97,,,42.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.897.245-46,1.75,Operações,,85.04,,,72.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506.179.283-12,2.5,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982.013.645-89,1.6666666666666667,Pessoas,,52.4,,,36.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470.839.261-31,2.5,Financeiro,50.88,26.72,70.58,61.95,64.78,18.64,8.41,16.94,18.64,27.51,84.2,61.13,74.77,89.32,80.79,64.54,66.14,45.69,72.96,49.1,55.91,37.41,10.14,32.86,37.41,51.05,73.77,37.41,55.59,87.41,64.68,41.95,55.59,28.32,64.68,32.86,41.95
514.873.609-75,2.25,Pessoas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.680.752-94,2.0,Logística,,53.46,,,41.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794.835.610-19,1.75,Financeiro,38.29,21.91,47.53,51.56,45.0,29.52,17.94,19.64,14.53,17.94,61.95,58.54,41.5,38.09,65.36,65.36,48.93,28.48,35.3,45.52,59.16,60.14,41.95,46.5,32.86,41.95,69.23,64.68,41.95,37.41,73.77,73.77,46.5,19.23,28.32,41.95,60.14
682.794.015-21,1.75,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640.183.957-11,1.5,Financeiro,57.01,61.86,44.24,67.14,57.11,59.24,42.19,38.78,45.6,55.83,58.66,51.84,62.07,79.11,65.48,45.02,47.47,61.11,61.11,67.93,80.78,46.5,23.77,19.23,28.32,41.95,69.23,60.14,73.77,91.86,78.32,51.05,23.77,41.95,41.95,51.05,69.23
820.649.175-94,2.3333333333333335,Pessoas,,12.91,,,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.465.390-93,2.0,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316.289.450-61,2.0,Operações,,37.0,,,40.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.086.943-89,2.5,Financeiro,50.43,66.34,57.41,15.19,60.48,63.72,70.54,56.9,73.95,63.72,68.42,37.74,82.73,82.73,27.51,65.01,9.47,22.8,12.88,14.58,29.62,46.5,55.59,37.41,60.14,46.5,64.68,23.77,87.41,87.41,10.14,60.14,28.32,60.14,37.41,41.95,69.23
984.521.073-23,2.5,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480.561.293-24,2.0,Operações,,68.38,,,35.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
075.963.412-25,2.0,Pessoas,,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086.542.931-61,2.5,Logística,,74.54,,,37.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.714.689-37,2.0,Financeiro,,45.15,31.07,,21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527.983.460-29,3.0,Financeiro,54.07,51.61,47.53,67.14,40.59,79.67,59.22,45.58,48.99,72.85,31.27,61.95,41.5,31.27,58.54,27.86,84.19,78.15,71.34,54.29,40.65,87.41,60.14,41.95,46.5,78.32,28.32,69.23,41.95,28.32,64.68,23.77,78.32,64.68,55.59,32.86,14.68
928.704.136-96,2.0,Operações,,51.58,,,33.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806.752.493-92,2.25,Financeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891.435.067-39,1.75,Financeiro,,58.73,,,63.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.783.604-56,1.75,Logística,,74.86,,,53.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510.368.279-68,2.0,Financeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862.904.375-18,1.75,Comercial,,66.88,,,51.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896.403.217-96,1.0,Operações,,72.83,,,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590.316.724-16,1.25,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.068.294-83,1.25,Logística,,32.42,,,58.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498.650.273-56,1.75,Operações,,63.7,,,64.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.492.685-65,1.75,Pessoas,,16.29,,,28.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480.627.913-78,2.0,Pessoas,,33.88,,,41.74,,,,,,,,,,,,,,,,,46.5,41.95,41.95,37.41,46.5,55.59,46.5,37.41,41.95,78.32,60.14,46.5,51.05,46.5,55.59,46.5
804.269.713-96,1.75,Financeiro,67.18,,73.87,82.73,48.52,50.97,50.97,57.79,47.56,64.6,78.41,61.37,68.18,68.18,61.37,68.18,61.43,71.66,78.48,84.35,75.07,64.68,55.59,55.59,41.95,51.05,55.59,60.14,51.05,37.41,28.32,46.5,14.68,64.68,69.23,51.05,32.86
280.769.134-11,1.25,Operações,,86.63,,,44.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248.931.570-61,1.75,Logística,,60.52,21.19,,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.768.021-68,2.0,Operações,,77.68,,,55.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793.856.401-19,1.6666666666666667,Financeiro,65.41,59.43,67.28,72.34,51.11,56.81,32.94,49.99,43.17,32.94,51.02,78.3,89.37,78.3,80.85,85.97,69.71,76.53,79.94,79.94,66.3,46.5,14.68,37.41,28.32,14.68,28.32,64.68,90.56,64.68,69.23,82.86,46.5,55.59,60.14,60.14,41.95
678.913.254-64,2.0,Pessoas,63.32,62.66,91.03,25.58,35.37,56.62,42.99,53.22,56.62,39.58,89.32,82.5,100.0,94.43,100.0,80.8,33.19,9.55,18.07,22.96,29.78,41.95,23.77,37.41,41.95,19.23,60.14,41.95,90.56,73.77,91.86,37.41,60.14,14.68,37.41,46.5,55.59
283.415.076-17,1.6666666666666667,Comercial,,54.75,,,23.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460.753.812-44,2.0,Comercial,,76.95,,,31.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891.632.504-89,1.0,Financeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.924.687-21,1.75,Comercial,,81.48,,,77.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032.894.517-12,2.0,Comercial,53.89,67.78,50.82,35.97,58.76,81.1,68.57,58.34,65.16,58.34,34.56,65.24,61.83,55.02,55.02,41.38,43.58,46.99,50.39,43.58,46.99,69.23,51.05,37.41,46.5,37.41,28.32,69.23,64.68,55.59,55.59,37.41,60.14,64.68,69.23,60.14,64.68
721.835.694-17,1.5,Comercial,,49.65,,,46.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092.751.643-81,1.75,Operações,,12.85,,,27.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862.715.934-37,1.0,Pessoas,46.8,41.04,57.41,41.17,40.31,28.19,31.6,35.01,52.06,24.78,75.24,68.42,61.6,78.65,68.42,54.78,21.5,35.13,38.54,41.95,65.82,32.86,37.41,41.95,64.68,28.32,73.77,64.68,55.59,78.32,64.68,46.5,23.77,41.95,46.5,51.05,82.86
569.183.247-64,1.5,Financeiro,,37.83,,,73.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659.478.023-92,1.75,Operações,,48.06,,,49.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.638.054-57,1.75,Logística,,44.44,,,45.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079.514.682-58,2.0,Comercial,,49.33,,,53.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641.283.759-18,1.6666666666666667,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.589.204-51,2.0,Comercial,,38.04,,,40.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031.298.467-78,1.75,Financeiro,,77.97,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.608.297-51,2.0,Pessoas,42.74,50.32,27.78,51.56,39.4,51.11,57.92,61.33,47.7,71.56,15.76,28.56,25.15,31.97,25.15,15.76,79.62,72.8,52.34,38.71,35.3,51.05,60.14,64.68,46.5,78.32,28.32,51.05,46.5,55.59,46.5,28.32,87.41,78.32,51.05,32.86,28.32
350.628.974-83,2.0,Financeiro,,83.48,,,52.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718.356.204-26,1.75,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.857.369-21,1.0,Comercial,,11.29,,,31.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.314.956-71,1.5,Comercial,,90.22,,,26.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610.435.987-66,1.75,Logística,31.12,16.6,44.24,35.97,10.12,18.69,16.99,16.99,16.99,24.2,31.39,34.8,18.88,45.02,48.43,27.98,36.76,16.45,64.03,23.12,19.86,51.05,46.5,46.5,46.5,60.14,32.86,37.41,14.68,51.05,55.59,28.32,51.05,19.23,87.41,32.86,28.32
983.421.750-14,2.0,Operações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718.463.092-12,1.5,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897.431.052-12,1.25,Pessoas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892.704.531-97,1.0,Operações,,29.16,,,31.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571.839.246-37,2.0,Pessoas,,,,,33.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.860.127-81,1.75,Logística,,18.24,,,31.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.980.576-21,1.3333333333333333,Pessoas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847.653.290-38,1.75,Logística,58.09,52.3,50.82,77.53,50.34,42.85,73.53,83.59,32.63,22.4,37.97,68.65,51.61,44.79,51.61,41.38,57.86,82.57,78.32,87.68,80.86,37.41,78.32,91.86,23.77,10.14,32.86,73.77,51.05,41.95,51.05,37.41,23.77,60.14,51.05,73.77,55.59
498.753.601-39,2.0,Pessoas,50.34,65.38,50.82,25.58,32.06,83.31,62.75,52.53,72.98,59.35,24.33,72.06,51.61,68.65,72.06,51.61,50.23,19.78,11.25,19.78,40.0,78.32,46.5,32.86,60.14,41.95,14.68,78.32,51.05,73.77,78.32,51.05,82.86,41.95,19.23,41.95,69.23
753.418.690-11,2.0,Operações,,8.45,,,32.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
047.615.983-11,2.0,Logística,,70.08,,,54.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371.426.985-19,1.0,Operações,,61.36,,,42.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.458.027-41,1.75,Operações,,74.57,,,56.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
065.213.948-51,2.0,Financeiro,,,,,42.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852.736.049-74,2.0,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875.016.439-21,2.0,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.986.375-86,2.0,Logística,,48.88,,,53.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294.815.630-14,1.75,Logística,55.89,51.15,60.7,56.75,58.63,55.35,65.57,45.12,21.26,62.16,61.48,47.85,82.67,78.53,47.85,54.67,30.26,77.99,71.17,54.13,37.08,55.59,69.23,41.95,10.14,64.68,51.05,32.86,82.86,73.77,32.86,41.95,14.68,78.32,69.23,46.5,23.77
921.370.654-52,1.75,Pessoas,,34.88,,,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517.829.403-32,1.75,Logística,,61.02,,,55.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531.062.987-41,1.75,Financeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689.243.705-29,2.0,Logística,54.2,45.08,44.24,82.73,73.97,49.27,42.45,52.68,39.04,28.82,41.61,45.02,65.48,55.25,21.16,41.61,73.28,86.87,88.57,85.16,86.87,55.59,46.5,60.14,41.95,28.32,46.5,51.05,78.32,64.68,19.23,46.5,37.41,64.68,69.23,60.14,64.68
073.628.951-86,1.75,Pessoas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507.981.624-49,2.0,Logística,,58.66,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295.673.804-65,1.5,Logística,,64.14,,,51.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843.956.102-42,1.75,Logística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951.870.324-88,2.0,Operações,,52.14,,,61.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430.128.679-96,1.75,Financeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362.785.049-11,2.0,Comercial,,80.59,,,83.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078.159.324-79,1.5,Logística,,47.34,,,61.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825.604.317-26,1.75,Logística,67.95,65.06,60.7,82.73,16.3,52.21,72.67,52.21,62.44,45.39,80.97,80.97,44.44,71.71,80.97,71.71,69.88,85.16,83.46,81.76,80.05,32.86,60.14,32.86,46.5,23.77,78.32,78.32,28.32,64.68,78.32,64.68,32.86,60.14,55.59,51.05,46.5
839.704.615-11,2.0,Comercial,,71.93,,,58.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538.170.942-13,2.0,Financeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.590.382-13,2.0,Pessoas,,37.9,,,18.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478.260.935-38,1.75,Financeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.973.025-41,1.75,Financeiro,,70.13,,,16.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.624.058-11,1.75,Financeiro,,37.04,,,32.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
